a_75,a_205,a_67,a_388,a_197,a_103,a_276,a_150,a_20,a_155,classe
501,476,486,502,468,473,475,419,509,471,1
485,476,512,497,485,503,477,504,489,436,1
529,475,503,468,486,473,477,480,504,474,-1
520,478,459,462,479,521,477,539,491,538,-1
451,475,460,503,488,469,476,488,480,472,-1
458,475,505,501,481,467,476,448,489,463,-1
490,476,447,476,485,489,477,457,478,455,-1
505,476,476,494,487,466,476,460,476,519,-1
518,477,515,499,486,497,476,483,491,487,1
443,477,510,496,482,477,477,514,498,477,1
463,478,495,501,492,478,475,440,478,468,-1
469,476,506,488,472,460,477,500,488,438,1
448,476,494,492,475,483,477,454,476,480,1
493,477,522,461,492,470,476,497,471,492,-1
606,476,489,506,478,472,476,468,498,471,1
492,475,510,511,482,476,476,489,473,461,-1
494,473,544,526,490,485,476,499,496,495,1
541,475,504,500,480,489,477,530,489,498,-1
491,476,484,474,483,493,476,541,457,456,1
602,477,480,465,485,466,477,377,485,485,-1
473,477,505,490,489,477,476,426,485,482,1
506,475,482,510,487,482,476,501,495,431,1
552,476,467,470,488,483,476,530,488,436,-1
475,476,507,466,490,434,476,459,484,486,-1
540,478,497,480,479,480,476,474,462,493,-1
510,478,448,486,479,485,476,503,489,495,1
546,476,472,480,489,478,477,465,502,463,1
554,478,479,476,497,465,476,505,477,519,1
465,475,530,478,484,453,477,452,470,473,1
440,476,486,482,489,486,477,524,484,476,-1
540,475,487,505,491,475,477,521,480,438,1
509,475,517,503,472,475,477,547,484,452,-1
401,476,492,510,491,475,477,503,497,513,1
532,477,483,539,482,470,475,500,498,476,1
497,475,475,500,482,466,476,488,495,458,1
476,475,488,510,489,471,477,490,478,456,1
483,477,495,475,482,484,476,477,471,498,-1
496,475,476,474,470,483,476,503,472,485,-1
541,476,488,516,486,486,476,467,491,514,1
495,478,442,504,467,483,476,493,477,477,1
470,477,520,461,492,478,475,547,492,445,1
510,477,480,499,481,495,476,542,478,475,1
498,477,469,488,485,480,477,526,495,474,1
608,477,430,524,492,485,477,470,490,533,1
513,477,484,510,474,467,477,485,494,514,-1
566,478,538,476,476,488,476,465,495,473,-1
503,476,470,490,481,464,476,432,488,517,1
577,475,479,491,487,498,476,507,480,472,-1
522,475,506,446,469,499,476,456,482,428,-1
526,473,459,474,480,469,477,448,480,471,-1
556,476,489,483,474,483,476,438,480,493,-1
440,475,483,490,480,463,476,566,491,436,-1
489,475,443,496,502,482,477,502,479,474,1
484,475,501,496,471,480,476,482,464,515,1
580,476,448,494,487,497,476,459,502,524,1
456,476,458,503,486,472,476,474,494,510,1
435,473,493,484,489,455,476,477,489,499,-1
518,474,502,466,483,477,477,461,473,499,1
445,477,471,491,486,484,477,467,485,515,-1
533,474,519,499,479,451,476,420,495,457,-1
509,476,489,493,473,474,477,484,480,529,1
473,477,479,548,487,465,477,496,473,479,1
463,475,488,499,475,508,476,569,476,447,1
528,476,504,499,461,486,476,491,507,497,1
544,478,482,484,490,478,477,421,483,494,1
477,476,504,469,487,482,477,494,482,473,1
466,476,508,478,487,469,476,541,491,489,-1
497,475,511,484,491,479,477,490,488,495,1
439,477,458,505,480,490,476,415,482,468,1
553,473,466,526,486,479,476,414,492,475,1
515,476,485,484,479,476,475,484,452,472,1
535,472,462,495,491,490,477,461,509,494,1
489,476,483,486,477,472,477,412,480,505,1
475,479,467,493,487,490,476,539,490,506,1
518,477,508,504,474,477,475,426,490,457,1
518,477,489,527,483,476,476,505,478,513,-1
558,476,461,448,475,469,475,511,470,447,-1
516,476,480,479,472,482,477,479,470,490,1
529,476,488,495,475,480,476,459,486,475,-1
404,478,469,477,482,451,476,480,486,461,-1
510,475,472,481,483,494,476,480,483,489,-1
496,476,483,507,482,493,475,556,501,537,-1
445,476,519,494,486,466,476,530,490,478,1
479,475,474,519,472,479,476,495,470,494,1
487,475,507,498,482,474,477,462,483,455,-1
521,476,510,508,464,472,476,529,465,466,1
473,475,485,514,497,472,475,456,474,469,1
577,476,468,512,481,468,476,530,485,481,1
574,476,473,469,472,476,476,462,498,488,1
465,478,483,521,467,490,477,457,475,467,1
551,479,510,485,496,471,476,528,481,449,-1
410,477,486,485,486,480,475,522,468,469,1
463,476,492,497,482,484,477,474,496,509,1
517,474,525,472,480,457,476,503,502,485,-1
500,476,454,519,481,492,476,454,482,498,1
541,473,484,483,485,499,476,486,491,444,-1
440,477,501,483,488,480,476,512,492,509,-1
536,472,459,525,487,488,477,454,471,470,-1
447,475,516,541,472,463,476,513,477,500,-1
515,475,477,505,476,454,476,525,461,442,-1
553,474,513,491,481,448,475,420,481,534,1
529,474,488,508,482,470,475,452,460,485,1
581,477,483,492,469,467,476,481,493,487,-1
514,476,479,504,491,465,477,431,487,507,1
534,475,511,529,489,459,476,524,478,469,1
498,478,497,478,480,480,476,464,472,462,-1
517,476,518,488,494,482,475,450,480,488,-1
522,478,455,492,483,495,476,474,492,424,-1
440,477,497,477,477,473,476,446,516,476,-1
480,476,472,495,481,468,476,458,487,508,-1
543,475,482,478,482,471,476,490,485,478,1
477,476,501,495,481,484,475,458,502,451,-1
554,478,488,489,502,492,477,505,491,521,-1
484,476,503,475,481,473,476,545,478,536,1
444,478,494,488,476,500,475,484,463,500,-1
425,475,504,488,493,515,476,464,465,564,1
558,477,519,481,481,467,477,401,464,471,1
437,475,536,479,481,487,477,515,463,456,1
486,479,510,478,474,466,477,494,476,495,-1
521,476,485,482,506,491,475,526,511,477,1
531,475,481,498,480,496,476,522,468,487,-1
498,479,468,521,484,471,476,485,475,505,-1
564,478,475,524,481,469,476,506,502,499,1
496,477,480,508,478,469,476,454,488,519,1
485,475,493,522,484,470,476,481,506,415,1
558,476,507,513,479,475,476,585,491,476,-1
488,477,517,481,484,476,476,484,504,507,-1
460,477,423,500,471,471,476,437,482,473,-1
534,477,486,491,471,466,477,551,510,480,-1
506,475,498,506,478,466,478,481,466,462,-1
475,476,458,491,478,490,476,474,481,437,-1
546,476,516,494,464,484,476,518,488,457,-1
465,475,497,473,477,474,476,492,504,456,1
470,476,483,523,482,461,476,417,481,465,-1
417,476,486,482,478,462,476,509,485,479,-1
507,476,485,486,482,465,477,542,481,556,1
544,477,484,485,472,494,475,468,479,476,-1
517,474,477,497,486,501,476,465,492,524,-1
399,477,456,485,473,484,476,502,470,445,-1
418,475,468,506,479,494,476,455,481,436,1
582,476,519,468,487,487,478,514,484,474,-1
452,476,470,491,485,481,475,562,473,484,-1
452,477,490,500,495,480,476,374,478,442,1
542,476,479,455,478,464,476,472,476,555,1
517,476,505,483,504,481,477,512,505,542,-1
528,475,495,487,481,456,475,511,484,465,-1
476,476,482,512,493,478,476,449,480,462,1
555,477,494,484,499,492,476,571,495,525,1
505,476,500,487,489,491,476,445,481,461,-1
481,477,477,489,478,460,476,440,488,497,1
526,476,492,486,487,482,477,369,484,481,1
451,477,505,525,503,489,476,551,473,474,-1
542,473,497,521,490,482,476,516,483,496,1
543,476,489,491,478,478,476,511,463,485,-1
457,476,530,483,491,469,478,436,485,445,1
539,476,487,491,485,468,475,383,476,498,1
423,476,502,486,490,487,476,495,450,510,1
510,477,543,483,491,472,476,479,500,443,-1
560,478,489,517,498,489,477,523,492,469,-1
534,477,496,500,477,495,476,456,487,496,1
588,474,437,476,482,491,476,469,494,467,-1
416,475,476,489,491,487,476,541,466,497,-1
593,476,501,487,476,478,475,530,486,504,1
478,476,469,521,479,490,477,499,479,505,-1
529,476,484,490,482,467,476,517,494,520,1
527,476,462,505,496,483,477,526,479,475,1
436,477,513,515,492,485,476,454,472,506,-1
523,476,506,501,486,497,476,431,485,471,-1
432,475,485,468,496,471,476,471,479,473,-1
549,475,500,491,476,495,476,482,476,470,-1
519,476,477,470,489,474,476,439,516,466,1
503,477,472,505,488,476,478,432,498,440,1
521,475,479,511,486,490,476,468,479,461,1
522,475,458,459,486,476,476,471,477,458,1
468,477,492,490,490,440,476,520,483,469,-1
531,475,466,530,494,475,478,469,506,398,1
454,475,504,490,476,482,476,471,495,443,1
552,473,514,512,477,483,477,489,482,485,-1
503,475,450,510,477,461,476,496,487,481,-1
524,475,497,489,487,453,476,544,472,450,1
422,477,515,501,496,477,476,504,490,477,-1
522,477,494,504,486,475,477,436,522,490,1
452,476,517,484,492,484,477,467,476,483,-1
483,476,487,493,482,486,477,428,492,485,1
502,476,486,493,462,478,477,591,510,507,1
449,477,505,525,490,471,477,515,478,481,1
448,477,471,496,469,478,476,496,489,509,1
476,476,484,499,484,466,477,499,467,480,1
533,477,474,478,483,481,477,480,507,473,-1
490,474,476,472,476,488,475,415,488,478,-1
455,475,488,490,491,462,477,522,482,511,1
470,476,477,473,489,503,477,479,485,486,-1
493,478,468,486,500,497,477,448,498,456,-1
423,477,473,470,476,501,477,569,495,493,-1
481,475,484,477,493,480,477,450,498,430,-1
469,474,532,526,479,472,476,438,480,506,-1
503,476,472,467,474,478,475,514,484,519,1
578,477,473,483,472,456,476,479,469,531,1
499,475,494,474,475,468,476,532,485,448,1
466,478,468,507,481,472,476,475,485,499,-1
467,477,489,473,498,493,476,581,483,536,-1
543,475,485,494,474,483,477,444,466,493,1
504,476,497,505,490,495,476,484,486,478,-1
530,477,501,469,488,465,475,563,494,508,1
465,472,493,504,480,482,476,492,477,512,1
482,477,472,522,497,491,476,538,475,497,1
436,476,485,477,477,468,476,441,489,460,1
541,475,486,463,473,478,477,489,487,519,1
513,477,487,481,484,478,476,539,477,456,-1
533,475,501,471,479,476,476,503,473,476,1
479,475,483,496,484,478,477,503,489,470,1
445,476,482,476,496,432,476,516,449,501,1
446,477,467,476,488,479,475,473,465,481,-1
426,475,511,460,467,492,476,563,458,492,1
524,477,482,506,504,455,475,490,485,502,-1
539,478,455,513,473,471,477,461,499,502,-1
482,475,450,508,469,471,476,546,464,485,1
480,476,470,488,481,478,476,473,484,527,1
502,476,503,479,476,466,476,450,491,507,-1
482,476,515,478,485,495,477,539,473,482,1
457,476,440,485,477,496,477,493,494,499,1
491,476,468,529,489,477,476,468,494,542,-1
507,477,498,511,491,483,475,502,480,490,1
509,477,519,512,488,454,476,451,490,512,1
577,474,474,498,491,506,477,460,497,485,1
495,477,516,491,485,495,475,493,480,508,1
527,475,480,530,480,477,476,520,480,481,-1
460,476,493,511,481,480,476,490,487,514,1
504,476,506,512,485,498,476,452,488,491,1
510,476,475,471,483,478,476,494,477,511,1
513,473,492,517,482,504,477,492,488,496,-1
491,478,525,489,488,476,477,558,484,527,-1
379,474,509,454,488,477,476,531,462,507,1
450,475,479,480,470,493,477,492,486,460,1
442,475,473,504,485,465,476,446,482,493,1
552,476,479,483,484,482,477,487,482,479,1
565,475,502,462,484,479,476,447,504,508,-1
583,477,469,501,478,482,476,411,485,479,1
475,473,535,517,468,469,475,507,503,507,1
562,477,456,460,488,476,476,496,478,457,-1
413,477,506,472,494,526,476,405,505,497,-1
507,475,484,514,496,482,477,437,491,472,-1
541,475,522,494,495,497,477,435,495,494,1
498,477,501,495,486,464,477,484,469,488,1
477,474,497,523,470,491,477,481,484,516,-1
521,478,494,471,481,481,476,503,502,486,-1
497,476,483,518,506,450,475,483,475,494,1
568,473,514,505,486,467,476,460,475,505,1
514,475,490,475,485,469,476,410,493,458,1
512,476,490,494,487,447,477,441,496,474,1
596,475,501,481,494,487,476,441,490,458,-1
516,478,469,506,472,477,476,525,496,512,1
493,475,496,488,486,468,477,461,493,481,1
504,476,490,517,467,460,477,518,476,506,-1
442,475,456,480,478,462,476,466,499,511,1
521,475,493,474,492,468,477,491,495,458,-1
523,474,489,498,481,495,476,473,459,493,1
492,477,491,514,479,445,476,585,481,472,1
461,474,505,473,479,471,475,474,501,480,-1
500,474,450,459,476,485,477,492,498,496,1
501,474,484,519,505,484,476,483,497,470,-1
523,475,537,470,491,500,476,478,490,464,-1
537,476,500,458,491,481,476,420,485,452,1
443,477,464,480,474,492,476,482,507,456,-1
490,476,450,535,493,493,477,484,520,548,1
476,479,492,486,493,469,477,489,492,483,1
509,476,517,497,480,462,476,520,498,485,1
532,477,504,514,488,470,476,476,482,487,1
468,476,512,463,489,496,476,594,498,499,1
443,476,498,513,477,467,477,480,464,459,1
533,475,443,473,494,472,476,490,482,497,1
531,476,534,484,492,481,476,383,482,469,-1
490,475,493,524,478,461,476,440,483,488,1
508,478,491,493,486,488,477,499,483,494,1
469,475,471,506,492,484,476,498,481,485,1
461,477,473,512,481,473,476,402,492,494,-1
449,476,463,487,482,482,476,453,486,456,1
499,478,531,500,470,505,476,526,472,456,-1
464,475,498,497,490,477,476,411,493,509,1
542,477,529,484,483,487,476,464,485,507,-1
526,476,512,523,498,459,476,427,475,458,1
550,475,478,498,486,479,475,503,511,463,-1
486,476,468,502,486,475,477,518,426,494,-1
545,478,489,490,477,493,476,545,485,533,-1
463,477,469,503,489,477,476,462,483,510,-1
534,475,467,496,501,458,475,429,482,455,1
493,478,500,487,493,484,476,529,495,471,1
490,477,458,507,480,471,478,468,469,482,1
503,475,471,470,466,486,477,457,515,471,-1
452,476,485,491,490,482,476,497,486,492,1
567,477,500,474,479,463,477,515,483,551,1
571,474,506,494,478,477,477,414,494,483,-1
519,477,515,476,495,497,476,455,494,451,1
465,477,512,501,482,469,476,490,494,484,-1
452,474,520,511,480,496,478,485,494,467,1
455,477,473,487,477,479,477,522,476,501,-1
483,475,519,522,483,460,476,521,471,484,-1
450,476,508,513,491,466,477,475,454,485,-1
518,479,505,517,485,469,477,409,498,451,1
554,479,460,498,483,471,477,491,493,492,-1
524,476,472,491,505,468,476,469,481,455,-1
519,478,483,485,490,513,476,429,489,521,-1
445,478,475,501,500,458,478,530,495,521,-1
471,476,464,521,469,482,475,471,478,439,1
533,477,506,460,490,473,477,506,476,455,-1
486,476,465,499,506,481,476,543,486,475,1
497,476,473,512,493,488,476,470,487,465,1
553,476,508,466,491,480,476,436,491,446,-1
495,472,481,528,490,497,477,443,477,489,1
480,476,484,529,488,484,476,499,490,507,-1
516,479,492,479,494,452,477,503,474,507,-1
483,475,508,475,491,491,476,465,492,494,-1
521,476,473,468,477,459,476,396,480,444,1
500,476,473,495,487,474,476,500,486,430,1
481,477,477,490,488,481,476,447,476,491,-1
498,478,475,497,486,461,475,435,495,484,-1
462,474,487,485,487,464,477,494,464,469,1
481,476,510,483,499,460,476,470,486,518,1
542,476,515,507,489,473,476,490,478,504,1
474,477,506,484,471,477,476,510,485,534,-1
505,475,467,483,471,493,475,508,476,505,-1
503,476,467,507,486,476,476,445,472,502,1
535,478,468,484,475,463,476,325,485,490,-1
474,477,512,526,466,472,475,539,481,462,1
518,477,510,481,480,483,477,492,492,445,1
533,475,462,486,482,465,477,466,473,502,-1
530,475,510,534,486,483,476,514,487,521,1
514,477,458,510,474,499,475,498,476,491,1
552,476,475,503,488,476,476,484,465,479,-1
499,478,512,505,475,481,477,443,497,494,-1
491,476,470,478,483,479,476,456,480,468,-1
497,474,494,480,491,469,476,499,466,471,-1
531,477,484,481,479,469,477,502,482,537,-1
506,474,521,488,485,491,477,569,494,433,-1
488,474,487,483,481,505,477,475,470,500,-1
449,478,485,486,498,493,476,476,490,441,-1
545,477,496,505,488,483,475,467,510,486,1
574,477,495,508,471,464,476,460,492,481,-1
457,478,484,524,487,473,476,397,482,503,-1
497,476,481,501,491,479,476,501,474,496,-1
500,476,493,475,475,495,475,479,486,503,1
516,476,500,497,463,497,477,427,477,507,1
467,475,513,515,474,468,477,465,481,463,1
532,474,509,458,481,484,476,517,500,487,1
553,476,482,487,470,481,476,542,491,452,-1
564,476,464,503,485,494,477,527,494,493,1
565,474,493,528,487,452,476,462,514,498,1
546,476,517,487,477,450,476,511,498,499,1
525,476,504,508,488,486,476,603,491,496,-1
527,477,481,528,480,498,476,462,488,499,1
586,477,492,483,479,498,476,435,476,490,-1
427,476,478,474,485,477,477,517,444,478,1
476,477,472,465,480,489,476,543,495,491,1
457,476,486,487,477,482,476,480,494,496,1
518,477,488,513,479,496,477,518,480,470,-1
442,476,481,522,476,478,476,586,494,486,-1
529,477,530,487,480,477,476,487,481,503,1
522,475,474,503,495,482,476,503,508,479,-1
531,479,474,514,490,485,476,593,458,512,-1
537,474,496,508,487,469,475,522,486,477,1
513,475,508,484,493,490,475,496,494,476,-1
475,476,505,486,475,503,476,490,492,500,-1
458,476,482,487,469,463,477,528,481,480,-1
492,479,490,503,493,481,476,475,469,475,-1
505,475,514,493,485,482,476,553,485,486,-1
518,475,477,473,486,494,476,487,479,511,1
462,477,490,503,486,484,476,427,494,501,1
470,475,504,514,481,475,476,440,474,457,-1
459,476,473,516,476,473,476,464,499,494,-1
488,477,527,500,479,483,477,473,515,447,-1
565,475,488,442,477,462,476,511,473,503,-1
482,475,508,464,485,494,476,460,492,472,1
485,477,502,537,487,461,477,418,487,509,-1
547,477,498,478,499,486,476,483,489,462,1
455,476,494,496,493,486,476,561,479,422,1
525,476,487,488,482,469,475,548,508,493,-1
512,476,506,520,497,480,476,472,495,470,-1
450,477,484,481,492,492,477,449,456,540,1
490,476,504,518,479,472,476,440,501,469,1
488,477,474,523,485,461,476,475,486,439,1
477,476,491,478,477,488,478,566,481,535,1
429,475,504,444,474,474,477,487,464,479,-1
490,478,497,504,480,473,476,482,489,492,-1
454,476,520,540,479,472,477,458,474,483,-1
462,476,467,464,490,483,476,473,458,477,1
532,478,483,497,465,489,475,441,497,489,1
569,476,463,502,474,510,475,465,460,448,-1
521,476,519,481,485,475,476,427,475,503,1
469,475,470,485,485,486,475,502,461,503,-1
512,477,489,492,482,448,477,500,486,517,1
554,477,481,505,481,465,477,508,502,454,-1
518,474,496,514,481,512,478,467,470,486,1
402,474,499,513,492,481,476,436,480,485,-1
501,477,468,504,476,494,475,504,494,476,1
497,472,497,499,492,486,476,489,492,536,1
420,478,507,502,476,456,476,474,478,467,1
441,478,498,455,510,479,476,495,489,480,1
538,473,485,526,471,496,475,447,485,471,1
552,477,514,542,490,478,477,464,487,469,-1
583,476,479,496,464,483,477,466,484,472,-1
488,480,463,508,482,481,476,529,496,505,1
515,475,548,497,481,467,476,441,490,511,-1
593,475,555,508,478,483,476,474,469,519,-1
443,477,504,532,474,503,475,529,471,493,1
512,477,523,524,480,455,475,466,492,478,1
541,475,533,508,482,472,476,544,468,507,-1
460,475,500,518,491,458,476,495,489,494,1
534,476,478,508,482,491,476,540,493,502,-1
449,474,483,505,493,467,475,502,479,476,1
539,476,504,486,471,479,478,445,510,473,-1
560,476,482,508,476,458,476,498,483,484,1
493,474,473,492,479,464,477,533,485,463,-1
465,477,505,509,477,487,477,519,476,473,1
438,475,492,532,495,471,475,517,488,477,-1
494,478,496,479,486,475,476,504,473,481,-1
522,474,465,481,490,475,477,501,492,501,1
542,476,486,485,497,441,476,468,492,444,1
507,476,467,498,484,469,476,485,477,505,-1
545,475,470,461,485,475,477,517,504,488,1
517,476,469,496,470,481,476,452,479,525,1
572,475,492,523,486,467,475,568,479,513,1
554,476,460,511,475,497,476,447,481,486,-1
539,477,503,536,491,490,475,459,483,501,-1
496,478,483,488,490,487,476,483,495,470,-1
528,477,513,501,462,491,477,434,475,470,1
489,475,507,540,486,484,476,417,499,495,-1
463,477,467,484,479,469,476,523,477,470,1
521,477,505,498,479,493,476,438,501,437,1
479,477,461,507,485,489,477,460,494,512,1
420,476,506,467,491,481,477,485,496,487,-1
530,476,501,495,487,519,476,472,474,439,1
513,477,482,526,476,476,476,459,486,453,-1
509,477,515,467,482,488,478,482,492,496,-1
519,477,486,529,480,478,478,496,492,471,-1
543,477,501,487,469,500,476,529,478,513,-1
462,475,502,502,493,477,477,542,484,487,1
502,479,508,515,488,485,475,515,493,546,-1
494,474,491,478,491,476,476,400,482,515,-1
472,476,503,493,483,487,477,420,452,470,1
453,474,483,478,483,483,476,477,476,495,-1
522,476,479,524,478,468,476,525,494,458,1
501,475,515,494,489,483,475,511,484,479,-1
471,475,477,500,494,469,476,527,488,462,-1
529,476,502,507,479,460,477,481,470,473,1
578,477,497,517,478,491,478,458,495,519,1
552,474,494,463,469,473,476,483,494,516,-1
549,476,475,498,492,455,476,371,507,486,1
464,474,478,507,483,469,476,442,485,512,1
492,474,480,487,478,487,475,433,478,479,1
478,477,473,493,487,482,477,512,485,526,-1
508,477,495,488,477,484,476,442,485,472,-1
508,478,511,511,488,483,476,436,498,528,-1
517,477,490,517,476,484,476,427,482,480,1
511,474,487,485,476,479,477,400,468,508,1
536,476,520,508,468,461,477,473,498,504,-1
523,474,466,500,493,475,476,506,477,461,1
465,475,478,510,490,478,476,498,485,477,-1
497,477,467,504,484,474,476,523,489,469,-1
490,477,527,482,491,485,476,559,482,500,1
481,476,490,520,477,474,476,413,478,509,1
507,477,518,489,475,475,476,475,503,513,1
448,477,514,492,486,447,476,461,476,517,-1
524,477,514,485,491,488,476,500,482,461,-1
493,475,488,492,485,472,476,543,476,507,-1
482,476,533,495,485,477,475,425,490,546,1
422,477,455,504,484,462,477,477,489,488,1
490,477,507,495,485,500,478,541,489,463,1
498,478,521,489,479,472,476,530,492,523,-1
483,476,527,468,486,485,476,547,499,495,-1
539,474,502,517,478,464,476,502,500,537,-1
507,478,462,519,480,470,476,539,500,488,-1
482,478,460,494,477,464,476,445,503,517,-1
458,476,493,505,468,498,476,508,505,474,-1
475,477,499,492,483,503,476,548,488,476,1
500,475,517,472,474,492,477,468,482,495,1
503,474,505,479,481,466,476,535,498,475,1
458,476,479,502,494,450,476,466,515,474,-1
546,478,503,495,477,477,476,480,490,468,-1
466,476,499,496,498,488,476,470,491,488,1
515,477,484,514,500,466,477,463,488,465,1
479,476,513,523,480,505,476,420,486,480,-1
421,475,520,518,470,476,476,529,497,511,1
492,477,482,486,490,474,475,541,482,461,1
576,477,501,507,473,489,475,432,489,483,1
447,476,477,484,486,497,476,412,476,516,-1
495,476,494,507,492,487,476,529,462,470,1
444,476,483,476,487,477,476,522,490,450,1
545,477,502,534,482,487,476,529,467,495,-1
494,476,466,485,497,484,476,505,490,518,1
520,476,511,545,475,477,476,507,491,489,1
428,476,513,480,488,465,475,496,488,453,-1
494,473,470,505,482,474,478,558,494,484,-1
482,478,485,457,484,454,477,478,525,544,-1
476,478,509,498,480,456,476,550,489,503,-1
517,477,485,517,492,477,477,434,489,488,-1
499,476,478,495,492,466,477,470,479,479,-1
519,478,486,486,476,491,477,476,476,516,-1
522,475,499,505,477,465,475,510,488,500,-1
521,475,484,494,487,473,476,493,495,495,1
562,477,509,465,471,485,477,502,472,504,-1
509,477,473,459,476,468,478,483,471,487,-1
505,475,523,490,477,494,477,519,481,491,1
581,476,477,501,482,471,476,500,480,478,-1
488,475,500,521,471,476,476,494,473,482,-1
484,474,474,511,489,461,475,445,477,461,-1
449,476,534,495,478,473,475,494,483,519,-1
498,476,479,486,485,475,477,509,473,475,1
480,474,497,513,478,453,477,444,488,447,-1
555,476,472,462,483,439,475,452,483,549,1
544,474,463,510,493,499,476,539,500,463,-1
499,477,491,474,492,479,476,472,486,473,-1
494,478,429,513,482,468,476,463,460,495,1
404,477,527,497,484,481,477,578,480,507,-1
430,477,481,465,477,478,477,482,500,495,-1
499,477,503,498,486,484,476,446,488,468,-1
545,479,475,500,473,486,476,479,501,513,-1
544,473,483,507,491,493,476,434,482,450,-1
552,476,512,498,481,489,477,467,482,475,-1
469,476,453,497,476,467,476,477,476,430,-1
499,475,512,492,483,434,476,466,495,467,-1
467,475,481,471,477,476,477,486,472,541,-1
553,477,479,520,475,474,476,514,485,506,-1
539,475,473,497,480,466,477,550,489,455,-1
463,475,508,480,477,484,476,451,484,472,-1
497,475,484,507,493,484,476,491,508,514,1
418,471,472,506,477,500,475,471,476,495,-1
548,477,486,489,486,485,477,493,476,509,1
450,476,505,478,475,487,476,439,478,480,1
467,477,499,535,482,481,476,480,471,479,-1
487,475,482,481,482,455,475,504,482,486,-1
494,477,495,483,480,463,476,568,482,492,1
486,476,478,509,486,463,477,512,498,505,-1
550,475,518,499,492,483,476,449,472,478,1
526,477,480,464,475,491,477,465,478,465,-1
563,475,476,484,485,508,476,396,480,530,1
549,476,487,504,486,484,476,436,480,493,1
512,475,483,507,483,476,477,523,491,492,-1
488,475,453,510,484,483,476,460,465,458,-1
463,477,497,488,480,495,476,443,502,475,-1
538,478,508,501,496,484,476,506,492,517,-1
448,477,476,513,485,481,477,466,458,467,-1
489,477,501,506,495,471,477,522,472,495,1
494,477,491,500,496,480,475,489,487,482,1
566,475,494,500,485,494,476,484,491,503,-1
496,474,461,498,477,474,476,498,480,512,-1
443,477,479,499,471,475,476,431,486,529,-1
499,477,494,505,483,485,476,569,508,474,-1
532,477,484,480,496,496,476,491,479,501,1
522,476,495,506,494,477,477,475,497,502,1
429,476,516,517,496,470,475,482,497,459,-1
435,476,500,490,480,468,476,500,480,519,1
532,477,511,499,477,465,477,505,494,501,-1
575,477,495,481,478,495,476,482,494,441,-1
559,476,489,503,481,488,477,541,484,479,-1
525,478,430,512,471,502,477,491,488,485,-1
505,477,446,502,480,489,475,577,495,486,-1
492,477,454,502,478,471,477,498,489,465,-1
487,476,492,515,469,459,476,504,480,502,-1
494,475,508,494,493,482,476,475,477,478,1
554,477,449,514,484,483,476,489,471,468,1
517,475,485,511,486,478,476,479,471,502,1
490,477,502,503,479,457,476,453,518,480,-1
545,477,538,497,477,488,476,536,507,482,1
551,477,448,509,471,473,476,505,486,518,1
498,476,505,496,488,472,477,519,475,499,1
517,478,515,498,477,465,477,524,467,458,1
480,474,469,457,473,463,476,489,474,528,-1
500,474,508,496,477,472,476,491,493,496,1
459,477,517,511,488,488,476,455,469,527,-1
450,475,486,463,492,476,476,520,449,487,-1
466,478,468,470,480,499,476,493,474,454,1
545,475,504,506,473,465,477,493,519,499,1
542,475,532,511,497,469,477,511,493,476,-1
434,478,445,517,490,480,477,492,494,510,-1
466,476,477,512,449,500,478,451,480,462,1
503,475,457,487,483,469,475,554,504,498,-1
555,475,466,525,478,469,476,487,485,480,1
543,476,474,509,489,471,477,476,485,486,-1
584,476,497,508,484,453,477,450,508,530,1
504,475,510,475,486,464,476,508,492,513,-1
500,476,522,467,477,466,476,493,497,489,1
503,478,520,473,487,474,476,500,481,489,1
461,477,493,498,480,503,476,537,487,529,-1
417,477,486,513,494,511,477,425,481,510,-1
533,475,481,521,467,462,476,464,511,532,1
462,475,490,486,494,483,475,406,470,511,-1
481,476,463,505,478,468,477,452,473,469,1
465,478,496,493,482,462,477,416,492,423,1
490,477,533,523,481,472,475,495,482,495,-1
466,477,511,465,476,461,477,443,478,424,-1
449,477,505,466,472,465,477,464,486,479,1
544,476,510,494,502,479,475,505,479,490,1
524,477,500,486,483,466,476,475,483,506,-1
507,476,510,493,486,489,476,469,496,484,1
454,476,456,497,488,482,477,455,496,479,1
606,475,485,510,476,487,477,497,477,470,1
406,475,518,456,491,476,476,429,481,463,-1
421,476,467,520,479,457,476,521,453,488,1
541,477,538,498,483,468,477,478,475,466,1
466,477,518,509,488,480,475,468,473,506,-1
473,476,476,470,483,460,476,566,487,526,1
580,476,516,475,479,482,476,463,501,463,-1
543,474,519,479,475,490,476,521,484,478,1
481,475,471,474,500,511,477,437,474,459,-1
505,478,464,498,475,473,476,552,508,500,1
455,479,481,487,480,474,476,481,493,492,-1
538,475,519,473,478,475,476,409,468,467,1
559,473,500,529,504,471,476,459,495,503,-1
459,476,480,469,488,484,476,498,504,496,1
484,475,477,497,485,457,476,473,477,485,-1
529,475,492,515,490,461,476,446,496,538,1
505,472,478,482,491,490,476,528,475,484,-1
504,477,471,513,485,482,476,464,469,533,-1
454,476,482,512,483,507,476,572,487,508,1
445,477,493,466,476,469,476,496,470,445,1
508,474,461,460,500,480,476,484,486,503,-1
558,474,503,510,465,502,475,542,487,528,1
464,477,509,497,485,497,476,530,497,464,-1
428,476,461,498,501,460,476,529,486,453,-1
536,477,487,480,466,480,476,488,463,543,-1
